id,target,effect,interventionLimit,username,tiomstamp,score
1998,ukb_b_19953,ukb_b_5238,1,game-0.059099077112193976,5/12/20 17:27,4
1999,ukb_b_5238,999,4,iv-0.48317428694110776,5/12/20 17:27,999
2000,ukb_b_6519,ukb_b_8476,1,game-0.059099077112193976,5/12/20 17:27,100
2001,ieu_a_1239,ukb_b_5237,1,game-0.059099077112193976,5/12/20 17:28,0
2002,ieu_a_1239,ukb_b_19953,1,game-0.059099077112193976,5/12/20 17:28,100
2003,ieu_a_1239,ukb_b_3957,1,game-0.059099077112193976,5/12/20 17:29,0
2004,ieu_a_1239,ieu_a_7,1,game-0.059099077112193976,5/12/20 17:29,100
2005,ieu_a_1187,ukb_b_6519,1,game-0.059099077112193976,5/12/20 17:29,100
2006,ieu_a_118,999,1,iv-0.9984522625056864,5/12/20 17:30,999
2007,ieu_a_118,999,2,iv-0.9984522625056864,5/12/20 17:30,999
2008,ieu_a_1239,999,3,iv-0.9984522625056864,5/12/20 17:30,999
2009,ukb_b_19953,999,4,iv-0.9984522625056864,5/12/20 17:30,999
2010,ieu_a_7,999,5,iv-0.9984522625056864,5/12/20 17:30,999
2011,ukb_b_3957,ieu_a_1239,1,game-0.059099077112193976,5/12/20 17:30,100
2012,ukb_b_3957,ieu_a_1239,1,game-0.059099077112193976,5/12/20 17:30,100
2013,ukb_b_5779,ukb_b_5076,1,game-0.059099077112193976,5/12/20 17:31,0
2014,ukb_b_3957,ieu_a_7,1,game-0.059099077112193976,5/12/20 17:32,42
2015,ieu_a_1239,ieu_a_118,1,game-0.059099077112193976,5/12/20 17:32,52
2016,ieu_a_1239,ieu_a_7,1,game-0.059099077112193976,5/12/20 17:32,100
2017,ukb_b_5779,ukb_b_4956,1,game-0.059099077112193976,5/12/20 17:32,100
2018,ukb_b_19953,ieu_a_961,1,game-0.059099077112193976,5/12/20 17:32,16
2019,ieu_a_1239,ieu_a_7,1,game-0.059099077112193976,5/12/20 17:33,100
2020,ieu_a_1239,ukb_b_19953,1,game-0.059099077112193976,5/12/20 17:33,100
2021,ieu_a_1187,ieu_a_1018,1,game-0.059099077112193976,5/12/20 17:33,0
2022,ukb_b_6519,ieu_a_1018,1,game-0.059099077112193976,5/12/20 17:33,100
2023,ukb_b_5779,ukb_b_4956,1,game-0.059099077112193976,5/12/20 17:34,100
2024,ieu_a_1239,ukb_b_5238,1,game-0.059099077112193976,5/12/20 17:34,100
2025,ukb_b_6519,ieu_a_1018,1,game-0.059099077112193976,5/12/20 17:34,100
2026,ukb_b_19953,ukb_b_5779,1,game-0.059099077112193976,5/12/20 17:34,0
2027,ukb_b_6519,ieu_a_1018,1,game-0.059099077112193976,5/12/20 17:34,100
2028,ukb_b_19953,ieu_a_24,1,game-0.059099077112193976,5/12/20 17:34,69
2029,ukb_b_3957,ukb_b_5076,1,game-0.059099077112193976,5/12/20 17:35,0
2030,ukb_b_6519,ukb_b_3957,1,game-0.059099077112193976,5/12/20 17:35,73
2031,ukb_b_5779,ukb_b_4956,1,game-0.059099077112193976,5/12/20 17:35,100
2032,ieu_a_1239,ukb_b_19953,1,game-0.059099077112193976,5/12/20 17:36,100
2033,ieu_a_1239,ieu_a_1018,1,game-0.4716149509857981,5/12/20 18:01,0
2034,ukb_b_19953,999,1,iv-0.9618430661281894,5/12/20 18:01,999
2035,ieu_a_1239,999,2,iv-0.9618430661281894,5/12/20 18:01,999
2036,ieu_a_1239,999,3,iv-0.9618430661281894,5/12/20 18:02,999
2037,ieu_a_1239,999,4,iv-0.9618430661281894,5/12/20 18:02,999
2038,ieu_a_118,999,5,iv-0.9618430661281894,5/12/20 18:02,999
2039,ukb_b_6519,999,6,iv-0.9618430661281894,5/12/20 18:02,999
2040,ukb_b_3957,999,7,iv-0.9618430661281894,5/12/20 18:03,999
2041,ieu_a_1018,999,8,iv-0.9618430661281894,5/12/20 18:03,999
2042,ieu_a_1239,999,9,iv-0.9618430661281894,5/12/20 18:03,999
2043,ukb_b_5238,999,10,iv-0.9618430661281894,5/12/20 18:03,999
2044,ukb_b_4710,999,11,iv-0.9618430661281894,5/12/20 18:03,999
2045,ukb_b_4710,ukb_b_5237,1,game-0.4716149509857981,5/12/20 18:03,100
2046,ieu_a_1239,999,12,iv-0.9618430661281894,5/12/20 18:03,999
2047,ukb_b_5238,999,13,iv-0.9618430661281894,5/12/20 18:03,999
2048,ieu_a_1239,999,14,iv-0.9618430661281894,5/12/20 18:03,999
2049,ieu_a_1239,999,15,iv-0.9618430661281894,5/12/20 18:04,999
2050,ukb_b_6519,999,16,iv-0.9618430661281894,5/12/20 18:04,999
2051,ieu_a_1018,999,17,iv-0.9618430661281894,5/12/20 18:04,999
2052,ieu_a_7,999,18,iv-0.9618430661281894,5/12/20 18:04,999
2053,ieu_a_7,999,19,iv-0.9618430661281894,5/12/20 18:04,999
2054,ieu_a_1239,999,20,iv-0.9618430661281894,5/12/20 18:04,999
2055,ukb_b_4956,999,21,iv-0.9618430661281894,5/12/20 18:05,999
2056,ieu_a_1018,999,22,iv-0.9618430661281894,5/12/20 18:05,999
2057,ieu_a_1239,ukb_b_5238,1,game-0.4716149509857981,5/12/20 18:05,100
2058,ieu_a_118,999,23,iv-0.9618430661281894,5/12/20 18:05,999
2059,ieu_a_118,999,24,iv-0.9618430661281894,5/12/20 18:06,999
2060,ieu_a_118,999,25,iv-0.9618430661281894,5/12/20 18:06,999
2061,ieu_a_1239,999,26,iv-0.9618430661281894,5/12/20 18:06,999
2062,ukb_b_4956,999,27,iv-0.9618430661281894,5/12/20 18:06,999
2063,ukb_b_4956,999,28,iv-0.9618430661281894,5/12/20 18:06,999
2064,ukb_b_4956,999,29,iv-0.9618430661281894,5/12/20 18:06,999
2065,ukb_b_4956,999,30,iv-0.9618430661281894,5/12/20 18:06,999
2066,ukb_b_4956,999,31,iv-0.9618430661281894,5/12/20 18:06,999
2067,ukb_b_4956,999,32,iv-0.9618430661281894,5/12/20 18:06,999
2068,ukb_b_4956,999,33,iv-0.9618430661281894,5/12/20 18:06,999
2069,ukb_b_4956,999,34,iv-0.9618430661281894,5/12/20 18:06,999
2070,ukb_b_4956,999,35,iv-0.9618430661281894,5/12/20 18:06,999
2071,ukb_b_4956,999,36,iv-0.9618430661281894,5/12/20 18:06,999
2072,ukb_b_4956,999,37,iv-0.9618430661281894,5/12/20 18:06,999
2073,ukb_b_4956,999,38,iv-0.9618430661281894,5/12/20 18:06,999
2074,ukb_b_4956,999,39,iv-0.9618430661281894,5/12/20 18:06,999
2075,ukb_b_4956,999,40,iv-0.9618430661281894,5/12/20 18:06,999
2076,ukb_b_4710,ieu_a_24,1,game-0.4716149509857981,5/12/20 18:06,0
2077,ukb_b_8476,999,41,iv-0.9618430661281894,5/12/20 18:06,999
2078,ukb_b_3957,999,42,iv-0.9618430661281894,5/12/20 18:06,999
2079,ukb_b_19953,999,43,iv-0.9618430661281894,5/12/20 18:06,999
2080,ieu_a_7,999,44,iv-0.9618430661281894,5/12/20 18:07,999
2081,ukb_b_3957,999,45,iv-0.9618430661281894,5/12/20 18:07,999
2082,ieu_a_1018,999,46,iv-0.9618430661281894,5/12/20 18:07,999
2083,ukb_b_5779,999,47,iv-0.9618430661281894,5/12/20 18:07,999
2084,ieu_a_1239,999,48,iv-0.9618430661281894,5/12/20 18:07,999
2085,ieu_a_118,999,49,iv-0.9618430661281894,5/12/20 18:07,999
2086,ieu_a_1239,999,50,iv-0.9618430661281894,5/12/20 18:07,999
2087,ukb_b_4956,999,51,iv-0.9618430661281894,5/12/20 18:07,999
2088,ukb_b_5076,999,52,iv-0.9618430661281894,5/12/20 18:07,999
2089,ieu_a_7,999,53,iv-0.9618430661281894,5/12/20 18:07,999
2090,ukb_b_5779,999,54,iv-0.9618430661281894,5/12/20 18:07,999
2091,ukb_b_3957,ukb_b_6519,1,game-0.4716149509857981,5/12/20 18:07,0
2092,ieu_a_24,999,55,iv-0.9618430661281894,5/12/20 18:07,999
2093,ieu_a_7,999,56,iv-0.9618430661281894,5/12/20 18:08,999
2094,ukb_b_4956,999,57,iv-0.9618430661281894,5/12/20 18:08,999
2095,ukb_b_5076,999,58,iv-0.9618430661281894,5/12/20 18:08,999
2096,ieu_a_118,999,59,iv-0.9618430661281894,5/12/20 18:08,999
2097,ieu_a_1239,999,60,iv-0.9618430661281894,5/12/20 18:08,999
2098,ukb_b_19953,999,61,iv-0.9618430661281894,5/12/20 18:08,999
2099,ukb_b_4710,999,62,iv-0.9618430661281894,5/12/20 18:08,999
2100,ukb_b_5076,999,63,iv-0.9618430661281894,5/12/20 18:08,999
2101,ukb_b_5076,999,64,iv-0.9618430661281894,5/12/20 18:08,999
2102,ieu_a_1187,999,65,iv-0.9618430661281894,5/12/20 18:08,999
2103,ukb_b_6519,999,66,iv-0.9618430661281894,5/12/20 18:08,999
2104,ukb_b_5779,999,67,iv-0.9618430661281894,5/12/20 18:08,999
2105,ukb_b_4956,999,68,iv-0.9618430661281894,5/12/20 18:08,999
2106,ukb_b_4956,999,69,iv-0.9618430661281894,5/12/20 18:08,999
2107,ieu_a_1239,999,70,iv-0.9618430661281894,5/12/20 18:08,999
2108,ieu_a_118,999,71,iv-0.9618430661281894,5/12/20 18:08,999
2109,ieu_a_118,999,72,iv-0.9618430661281894,5/12/20 18:08,999
2110,ieu_a_118,999,73,iv-0.9618430661281894,5/12/20 18:08,999
2111,ieu_a_7,999,74,iv-0.9618430661281894,5/12/20 18:08,999
2112,ieu_a_118,999,75,iv-0.9618430661281894,5/12/20 18:08,999
2113,ieu_a_1239,999,76,iv-0.9618430661281894,5/12/20 18:08,999
2114,ukb_b_19953,999,77,iv-0.9618430661281894,5/12/20 18:08,999
2115,ukb_b_19953,999,78,iv-0.9618430661281894,5/12/20 18:08,999
2116,ukb_b_19953,999,79,iv-0.9618430661281894,5/12/20 18:08,999
2117,ieu_a_7,999,80,iv-0.9618430661281894,5/12/20 18:08,999
2118,ukb_b_5238,999,81,iv-0.9618430661281894,5/12/20 18:09,999
2119,ukb_b_5076,999,82,iv-0.9618430661281894,5/12/20 18:09,999
2120,ukb_b_5076,999,83,iv-0.9618430661281894,5/12/20 18:09,999
2121,ieu_a_1187,999,84,iv-0.9618430661281894,5/12/20 18:09,999
2122,ukb_b_5076,999,85,iv-0.9618430661281894,5/12/20 18:09,999
2123,ukb_b_6519,999,86,iv-0.9618430661281894,5/12/20 18:09,999
2124,ieu_a_1018,999,87,iv-0.9618430661281894,5/12/20 18:09,999
2125,ieu_a_1239,999,88,iv-0.9618430661281894,5/12/20 18:09,999
2126,ieu_a_118,999,89,iv-0.9618430661281894,5/12/20 18:09,999
2127,ieu_a_1239,999,90,iv-0.9618430661281894,5/12/20 18:09,999
2128,ieu_a_961,999,91,iv-0.9618430661281894,5/12/20 18:09,999
2129,ukb_b_8476,999,92,iv-0.9618430661281894,5/12/20 18:09,999
2130,ieu_a_7,999,93,iv-0.9618430661281894,5/12/20 18:09,999
2131,ieu_a_1239,999,94,iv-0.9618430661281894,5/12/20 18:09,999
2132,ukb_b_4956,999,95,iv-0.9618430661281894,5/12/20 18:09,999
2133,ieu_a_118,999,96,iv-0.9618430661281894,5/12/20 18:09,999
2134,ukb_b_4710,999,97,iv-0.9618430661281894,5/12/20 18:09,999
2135,ieu_a_1239,999,98,iv-0.9618430661281894,5/12/20 18:09,999
2136,ukb_b_4956,999,99,iv-0.9618430661281894,5/12/20 18:09,999
2137,ukb_b_5076,999,100,iv-0.9618430661281894,5/12/20 18:09,999
2138,ukb_b_4710,999,101,iv-0.9618430661281894,5/12/20 18:09,999
2139,ieu_a_7,999,102,iv-0.9618430661281894,5/12/20 18:09,999
2140,ieu_a_961,999,103,iv-0.9618430661281894,5/12/20 18:10,999
2141,ukb_b_4956,999,104,iv-0.9618430661281894,5/12/20 18:10,999
2142,ukb_b_5779,999,105,iv-0.9618430661281894,5/12/20 18:10,999
2143,ukb_b_5076,999,106,iv-0.9618430661281894,5/12/20 18:10,999
2144,ieu_a_1239,999,107,iv-0.9618430661281894,5/12/20 18:10,999
2145,ukb_b_5237,999,108,iv-0.9618430661281894,5/12/20 18:10,999
2146,ieu_a_118,999,109,iv-0.9618430661281894,5/12/20 18:10,999
2147,ukb_b_4710,999,110,iv-0.9618430661281894,5/12/20 18:10,999
2148,ukb_b_19953,999,111,iv-0.9618430661281894,5/12/20 18:10,999
2149,ieu_a_961,999,112,iv-0.9618430661281894,5/12/20 18:10,999
2150,ukb_b_3957,999,113,iv-0.9618430661281894,5/12/20 18:10,999
2151,ieu_a_1187,999,114,iv-0.9618430661281894,5/12/20 18:10,999
2152,ieu_a_1187,999,115,iv-0.9618430661281894,5/12/20 18:10,999
2153,ieu_a_1187,999,116,iv-0.9618430661281894,5/12/20 18:10,999
2154,ieu_a_1187,999,117,iv-0.9618430661281894,5/12/20 18:10,999
2155,ieu_a_1187,999,118,iv-0.9618430661281894,5/12/20 18:10,999
2156,ieu_a_1187,999,119,iv-0.9618430661281894,5/12/20 18:10,999
2157,ieu_a_1187,999,120,iv-0.9618430661281894,5/12/20 18:10,999
2158,ieu_a_1187,999,121,iv-0.9618430661281894,5/12/20 18:10,999
2159,ieu_a_1187,999,122,iv-0.9618430661281894,5/12/20 18:10,999
2160,ieu_a_1187,999,123,iv-0.9618430661281894,5/12/20 18:10,999
2161,ieu_a_1187,999,124,iv-0.9618430661281894,5/12/20 18:10,999
2162,ieu_a_1187,999,125,iv-0.9618430661281894,5/12/20 18:10,999
2163,ieu_a_1187,999,126,iv-0.9618430661281894,5/12/20 18:10,999
2164,ieu_a_1187,999,127,iv-0.9618430661281894,5/12/20 18:10,999
2165,ieu_a_1187,999,128,iv-0.9618430661281894,5/12/20 18:10,999
2166,ieu_a_1187,999,129,iv-0.9618430661281894,5/12/20 18:10,999
2167,ieu_a_1187,999,130,iv-0.9618430661281894,5/12/20 18:10,999
2168,ieu_a_1187,999,131,iv-0.9618430661281894,5/12/20 18:10,999
2169,ieu_a_1187,999,132,iv-0.9618430661281894,5/12/20 18:10,999
2170,ieu_a_1187,999,133,iv-0.9618430661281894,5/12/20 18:10,999
2171,ieu_a_1187,999,134,iv-0.9618430661281894,5/12/20 18:10,999
2172,ieu_a_1187,999,135,iv-0.9618430661281894,5/12/20 18:10,999
2173,ieu_a_1187,999,136,iv-0.9618430661281894,5/12/20 18:10,999
2174,ieu_a_1187,999,137,iv-0.9618430661281894,5/12/20 18:10,999
2175,ieu_a_1187,999,138,iv-0.9618430661281894,5/12/20 18:10,999
2176,ieu_a_1187,999,139,iv-0.9618430661281894,5/12/20 18:10,999
2177,ieu_a_1187,999,140,iv-0.9618430661281894,5/12/20 18:10,999
2178,ieu_a_1187,999,141,iv-0.9618430661281894,5/12/20 18:10,999
2179,ieu_a_1187,999,142,iv-0.9618430661281894,5/12/20 18:10,999
2180,ieu_a_1187,999,143,iv-0.9618430661281894,5/12/20 18:10,999
2181,ieu_a_1187,999,144,iv-0.9618430661281894,5/12/20 18:10,999
2182,ieu_a_1187,999,145,iv-0.9618430661281894,5/12/20 18:10,999
2183,ieu_a_1187,999,146,iv-0.9618430661281894,5/12/20 18:10,999
2184,ieu_a_1187,999,147,iv-0.9618430661281894,5/12/20 18:10,999
2185,ieu_a_1187,999,148,iv-0.9618430661281894,5/12/20 18:10,999
2186,ieu_a_1187,999,149,iv-0.9618430661281894,5/12/20 18:10,999
2187,ieu_a_1187,999,150,iv-0.9618430661281894,5/12/20 18:10,999
2188,ieu_a_1187,999,151,iv-0.9618430661281894,5/12/20 18:10,999
2189,ieu_a_1187,999,152,iv-0.9618430661281894,5/12/20 18:10,999
2190,ieu_a_1187,999,153,iv-0.9618430661281894,5/12/20 18:10,999
2191,ieu_a_1187,999,154,iv-0.9618430661281894,5/12/20 18:10,999
2192,ieu_a_1187,999,155,iv-0.9618430661281894,5/12/20 18:10,999
2193,ieu_a_1187,999,156,iv-0.9618430661281894,5/12/20 18:10,999
2194,ieu_a_1187,999,157,iv-0.9618430661281894,5/12/20 18:10,999
2195,ieu_a_1187,999,158,iv-0.9618430661281894,5/12/20 18:10,999
2196,ieu_a_1187,999,159,iv-0.9618430661281894,5/12/20 18:10,999
2197,ieu_a_1187,999,160,iv-0.9618430661281894,5/12/20 18:10,999
2198,ieu_a_1187,999,161,iv-0.9618430661281894,5/12/20 18:10,999
2199,ieu_a_1187,999,162,iv-0.9618430661281894,5/12/20 18:10,999
2200,ieu_a_1187,999,163,iv-0.9618430661281894,5/12/20 18:10,999
2201,ieu_a_1187,999,164,iv-0.9618430661281894,5/12/20 18:10,999
2202,ieu_a_1187,999,165,iv-0.9618430661281894,5/12/20 18:10,999
2203,ieu_a_1187,999,166,iv-0.9618430661281894,5/12/20 18:10,999
2204,ieu_a_1187,999,167,iv-0.9618430661281894,5/12/20 18:10,999
2205,ieu_a_1187,999,168,iv-0.9618430661281894,5/12/20 18:10,999
2206,ieu_a_1187,999,169,iv-0.9618430661281894,5/12/20 18:10,999
2207,ieu_a_1187,999,170,iv-0.9618430661281894,5/12/20 18:10,999
2208,ieu_a_1187,999,171,iv-0.9618430661281894,5/12/20 18:10,999
2209,ieu_a_1187,999,172,iv-0.9618430661281894,5/12/20 18:10,999
2210,ieu_a_1187,999,173,iv-0.9618430661281894,5/12/20 18:10,999
2211,ieu_a_1187,999,174,iv-0.9618430661281894,5/12/20 18:10,999
2212,ieu_a_1187,999,175,iv-0.9618430661281894,5/12/20 18:10,999
2213,ieu_a_1187,999,176,iv-0.9618430661281894,5/12/20 18:10,999
2214,ieu_a_1187,999,177,iv-0.9618430661281894,5/12/20 18:10,999
2215,ieu_a_1187,999,178,iv-0.9618430661281894,5/12/20 18:10,999
2216,ieu_a_1187,999,179,iv-0.9618430661281894,5/12/20 18:10,999
2217,ieu_a_1187,999,180,iv-0.9618430661281894,5/12/20 18:10,999
2218,ieu_a_1187,999,181,iv-0.9618430661281894,5/12/20 18:10,999
2219,ieu_a_1187,999,182,iv-0.9618430661281894,5/12/20 18:10,999
2220,ieu_a_1187,999,183,iv-0.9618430661281894,5/12/20 18:10,999
2221,ieu_a_1187,999,184,iv-0.9618430661281894,5/12/20 18:10,999
2222,ieu_a_1187,999,185,iv-0.9618430661281894,5/12/20 18:10,999
2223,ieu_a_1187,999,186,iv-0.9618430661281894,5/12/20 18:10,999
2224,ukb_b_6519,999,187,iv-0.9618430661281894,5/12/20 18:10,999
2225,ukb_b_6519,999,188,iv-0.9618430661281894,5/12/20 18:10,999
2226,ukb_b_6519,999,189,iv-0.9618430661281894,5/12/20 18:10,999
2227,ieu_a_1239,999,190,iv-0.9618430661281894,5/12/20 18:11,999
2228,ieu_a_1239,999,191,iv-0.9618430661281894,5/12/20 18:11,999
2229,ieu_a_1239,999,192,iv-0.9618430661281894,5/12/20 18:11,999
2230,ieu_a_1239,999,193,iv-0.9618430661281894,5/12/20 18:11,999
2231,ieu_a_7,999,194,iv-0.9618430661281894,5/12/20 18:11,999
2232,ieu_a_7,999,195,iv-0.9618430661281894,5/12/20 18:11,999
2233,ieu_a_7,999,196,iv-0.9618430661281894,5/12/20 18:11,999
2234,ieu_a_7,999,197,iv-0.9618430661281894,5/12/20 18:11,999
2235,ukb_b_19953,999,198,iv-0.9618430661281894,5/12/20 18:11,999
2236,ieu_a_118,999,199,iv-0.9618430661281894,5/12/20 18:11,999
2237,ieu_a_118,999,200,iv-0.9618430661281894,5/12/20 18:11,999
2238,ieu_a_118,999,201,iv-0.9618430661281894,5/12/20 18:11,999
2239,ieu_a_1187,999,202,iv-0.9618430661281894,5/12/20 18:11,999
2240,ukb_b_5779,999,203,iv-0.9618430661281894,5/12/20 18:11,999
2241,ukb_b_5779,999,204,iv-0.9618430661281894,5/12/20 18:11,999
2242,ieu_a_1018,999,205,iv-0.9618430661281894,5/12/20 18:11,999
2243,ieu_a_1018,999,206,iv-0.9618430661281894,5/12/20 18:11,999
2244,ukb_b_3957,999,207,iv-0.9618430661281894,5/12/20 18:11,999
2245,ukb_b_19953,999,208,iv-0.9618430661281894,5/12/20 18:11,999
2246,ukb_b_19953,999,209,iv-0.9618430661281894,5/12/20 18:11,999
2247,ukb_b_5238,999,210,iv-0.9618430661281894,5/12/20 18:12,999
2248,ukb_b_4956,999,211,iv-0.9618430661281894,5/12/20 18:12,999
2249,ukb_b_4956,999,212,iv-0.9618430661281894,5/12/20 18:12,999
2250,ukb_b_4956,999,213,iv-0.9618430661281894,5/12/20 18:12,999
2251,ukb_b_4956,999,214,iv-0.9618430661281894,5/12/20 18:12,999
2252,ukb_b_4956,999,215,iv-0.9618430661281894,5/12/20 18:12,999
2253,ukb_b_4956,999,216,iv-0.9618430661281894,5/12/20 18:12,999
2254,ukb_b_4956,999,217,iv-0.9618430661281894,5/12/20 18:12,999
2255,ukb_b_4956,999,218,iv-0.9618430661281894,5/12/20 18:12,999
2256,ukb_b_4956,999,219,iv-0.9618430661281894,5/12/20 18:12,999
2257,ieu_a_1239,999,220,iv-0.9618430661281894,5/12/20 18:12,999
2258,ieu_a_1239,999,221,iv-0.9618430661281894,5/12/20 18:12,999
2259,ukb_b_19953,999,222,iv-0.9618430661281894,5/12/20 18:12,999
2260,ukb_b_19953,999,223,iv-0.9618430661281894,5/12/20 18:12,999
2261,ieu_a_961,999,224,iv-0.9618430661281894,5/12/20 18:12,999
2262,ukb_b_8476,999,225,iv-0.9618430661281894,5/12/20 18:12,999
2263,ukb_b_3957,999,226,iv-0.9618430661281894,5/12/20 18:12,999
2264,ukb_b_4956,999,227,iv-0.9618430661281894,5/12/20 18:12,999
2265,ukb_b_4956,999,228,iv-0.9618430661281894,5/12/20 18:12,999
2266,ukb_b_5238,999,229,iv-0.9618430661281894,5/12/20 18:12,999
2267,ieu_a_1239,999,230,iv-0.9618430661281894,5/12/20 18:12,999
2268,ukb_b_4956,999,231,iv-0.9618430661281894,5/12/20 18:12,999
2269,ukb_b_8476,999,232,iv-0.9618430661281894,5/12/20 18:12,999
2270,ukb_b_6519,999,233,iv-0.9618430661281894,5/12/20 18:12,999
2271,ieu_a_1187,999,234,iv-0.9618430661281894,5/12/20 18:12,999
2272,ukb_b_5237,999,235,iv-0.9618430661281894,5/12/20 18:12,999
2273,ukb_b_5238,999,236,iv-0.9618430661281894,5/12/20 18:12,999
2274,ukb_b_4956,999,237,iv-0.9618430661281894,5/12/20 18:12,999
2275,ieu_a_7,999,238,iv-0.9618430661281894,5/12/20 18:13,999
2276,ieu_a_1187,999,239,iv-0.9618430661281894,5/12/20 18:13,999
2277,ieu_a_1187,999,240,iv-0.9618430661281894,5/12/20 18:13,999
2278,ieu_a_1187,999,241,iv-0.9618430661281894,5/12/20 18:13,999
2279,ieu_a_1187,999,242,iv-0.9618430661281894,5/12/20 18:13,999
2280,ieu_a_1187,999,243,iv-0.9618430661281894,5/12/20 18:13,999
2281,ieu_a_1187,999,244,iv-0.9618430661281894,5/12/20 18:13,999
2282,ieu_a_1239,999,245,iv-0.9618430661281894,5/12/20 18:13,999
2283,ukb_b_4710,999,246,iv-0.9618430661281894,5/12/20 18:13,999
2284,ieu_a_961,999,247,iv-0.9618430661281894,5/12/20 18:13,999
2285,ieu_a_961,999,248,iv-0.9618430661281894,5/12/20 18:13,999
2286,ieu_a_961,999,249,iv-0.9618430661281894,5/12/20 18:13,999
2287,ieu_a_24,999,250,iv-0.9618430661281894,5/12/20 18:13,999
2288,ieu_a_24,999,251,iv-0.9618430661281894,5/12/20 18:13,999
2289,ieu_a_24,999,252,iv-0.9618430661281894,5/12/20 18:13,999
2290,ukb_b_6519,999,253,iv-0.9618430661281894,5/12/20 18:13,999
2291,ukb_b_5779,999,254,iv-0.9618430661281894,5/12/20 18:13,999
2292,ieu_a_1187,999,255,iv-0.9618430661281894,5/12/20 18:13,999
2293,ukb_b_5076,999,256,iv-0.9618430661281894,5/12/20 18:13,999
2294,ukb_b_4956,999,257,iv-0.9618430661281894,5/12/20 18:13,999
2295,ukb_b_5076,999,258,iv-0.9618430661281894,5/12/20 18:13,999
2296,ieu_a_7,999,259,iv-0.9618430661281894,5/12/20 18:13,999
2297,ukb_b_4710,999,260,iv-0.9618430661281894,5/12/20 18:13,999
2298,ieu_a_1018,999,261,iv-0.9618430661281894,5/12/20 18:14,999
2299,ieu_a_118,999,262,iv-0.9618430661281894,5/12/20 18:14,999
2300,ukb_b_5779,ukb_b_3957,1,game-0.6067639879559041,5/12/20 19:08,0
2301,ieu_a_24,ukb_b_3957,1,game-0.6067639879559041,5/12/20 19:09,0
2302,ukb_b_8476,ieu_a_118,1,game-0.6067639879559041,5/12/20 19:09,100
2303,ukb_b_6519,ieu_a_118,1,game-0.6067639879559041,5/12/20 19:10,75
2304,ieu_a_1187,ukb_b_6519,1,game-0.6067639879559041,5/12/20 19:11,100
2305,ieu_a_1239,ieu_a_961,1,game-0.6067639879559041,5/12/20 19:11,100
2306,ieu_a_24,ieu_a_1239,1,game-0.6067639879559041,5/12/20 19:12,0
2307,ukb_b_6519,ukb_b_8476,1,game-0.6067639879559041,5/12/20 19:12,100
2308,ieu_a_1187,ukb_b_8476,1,game-0.6067639879559041,5/12/20 19:13,0
2309,ukb_b_6519,ukb_b_8476,1,game-0.6067639879559041,5/12/20 19:14,100
2310,ukb_b_3957,ieu_a_1239,1,game-0.6067639879559041,5/12/20 19:14,100
2311,ieu_a_1187,ukb_b_6519,1,game-0.6067639879559041,5/12/20 19:14,100
2312,"ukb_b_5238,ieu_a_1239",ukb_b_3957,2,game-0.6067639879559041,5/12/20 19:15,0
2313,"ieu_a_1239,ukb_b_5779",ukb_b_4956,2,game-0.6067639879559041,5/12/20 19:15,100
2314,"ukb_b_19953,ieu_a_1239",ukb_b_4710,2,game-0.6067639879559041,5/12/20 19:16,100
2315,"ukb_b_19953,ieu_a_1239",ukb_b_5238,2,game-0.6067639879559041,5/12/20 19:17,91
2316,"ukb_b_5238,ieu_a_1239",ukb_b_4710,2,game-0.6067639879559041,5/12/20 19:17,100
2317,"ukb_b_8476,ieu_a_1187",ukb_b_6519,2,game-0.6067639879559041,5/12/20 19:17,100
2318,ieu_a_1239,ieu_a_961,1,game-0.6067639879559041,5/12/20 19:18,100
2319,"ukb_b_4710,ukb_b_5779",ukb_b_4956,2,game-0.6067639879559041,5/12/20 19:18,100
2320,"ukb_b_4710,ukb_b_5779",ukb_b_4956,2,game-0.6067639879559041,5/12/20 19:18,100
2321,"ukb_b_4710,ieu_a_1239",ukb_b_5237,2,game-0.6067639879559041,5/12/20 19:18,0
2322,"ukb_b_5238,ukb_b_4710",ieu_a_1239,2,game-0.6067639879559041,5/12/20 19:19,0
2323,"ukb_b_5238,ukb_b_19953",ukb_b_5076,2,game-0.6067639879559041,5/12/20 19:19,0
2324,"ukb_b_6519,ukb_b_8476",ieu_a_118,2,game-0.6067639879559041,5/12/20 19:19,100
2325,"ukb_b_5238,ieu_a_1239",ukb_b_5779,2,game-0.6067639879559041,5/12/20 19:19,0
2326,ukb_b_19953,ukb_b_5779,1,game-0.4653102660762862,5/12/20 19:36,0
2327,ieu_a_24,ukb_b_4710,1,game-0.4653102660762862,5/12/20 19:39,100
2328,ukb_b_4710,ieu_a_1239,1,game-0.4653102660762862,5/12/20 19:40,0
2329,ukb_b_6519,ukb_b_4956,1,game-0.4653102660762862,5/12/20 19:41,100
2330,ukb_b_6519,ukb_b_5076,1,game-0.4653102660762862,5/12/20 19:42,100
2331,ukb_b_4710,ukb_b_5779,1,game-0.4653102660762862,5/12/20 19:42,0
2332,ieu_a_24,ieu_a_961,1,game-0.4653102660762862,5/12/20 19:43,0
2333,ukb_b_5779,ieu_a_118,1,game-0.4653102660762862,5/12/20 19:43,2
2334,ieu_a_1187,ukb_b_5237,1,game-0.4653102660762862,5/12/20 19:44,0
